index_train,similarity
13510 39210 660 39028 38534 25882 28567 30891 34016 28561 23472 19742 25404 221 11977 ,0.12213740458015267 0.11450381679389313 0.11206896551724138 0.11038961038961038 0.11023622047244094 0.10869565217391304 0.10852713178294573 0.10852713178294573 0.10743801652892562 0.10666666666666667 0.10655737704918032 0.10638297872340426 0.10619469026548672 0.10606060606060606 0.10606060606060606 
30412 39247 1299 20373 28243 3584 36875 4764 13234 15583 14674 37613 28601 8729 18615 ,0.13402061855670103 0.12781954887218044 0.12643678160919541 0.12546125461254612 0.12459016393442623 0.12371134020618557 0.12371134020618557 0.12341772151898735 0.12275449101796407 0.12274368231046931 0.12211221122112212 0.12137203166226913 0.1213235294117647 0.12110726643598616 0.12109375 
38534 32436 18941 5216 6571 37590 1430 35606 28705 19296 10115 10591 29285 30183 15778 ,0.11724137931034483 0.11682242990654206 0.11518324607329843 0.11347517730496454 0.11188811188811189 0.1111111111111111 0.1095890410958904 0.10857142857142857 0.1076923076923077 0.1073170731707317 0.10714285714285714 0.10622710622710622 0.10552763819095477 0.10526315789473684 0.10457516339869281 
15339 7781 28207 21436 2495 30581 16349 28331 31411 6045 4563 15577 2965 39113 11334 ,0.16326530612244897 0.1574074074074074 0.15294117647058825 0.14150943396226415 0.13953488372093023 0.1388888888888889 0.13793103448275862 0.13725490196078433 0.136986301369863 0.13559322033898305 0.13541666666666666 0.13541666666666666 0.13513513513513514 0.1346153846153846 0.13402061855670103 
26073 16304 36532 6541 11165 25103 32816 1721 33283 2168 20654 4549 15662 36432 11693 ,0.14634146341463414 0.13333333333333333 0.13333333333333333 0.1320754716981132 0.13157894736842105 0.13157894736842105 0.13043478260869565 0.1276595744680851 0.1276595744680851 0.12698412698412698 0.1267605633802817 0.12244897959183673 0.12244897959183673 0.12244897959183673 0.12195121951219512 
19022 30671 32382 20423 32653 7507 28460 2639 8714 39263 5209 9696 33476 38769 4531 ,0.1588785046728972 0.14 0.13861386138613863 0.1348314606741573 0.12389380530973451 0.12371134020618557 0.1232876712328767 0.12264150943396226 0.12244897959183673 0.12056737588652482 0.11965811965811966 0.11956521739130435 0.11926605504587157 0.1188118811881188 0.11827956989247312 
2171 14386 8328 5209 21604 1899 16565 29779 38826 19538 9039 10094 24331 21778 3461 ,0.16793893129770993 0.15517241379310345 0.1532258064516129 0.15217391304347827 0.15165876777251186 0.15151515151515152 0.1510791366906475 0.15 0.14960629921259844 0.14942528735632185 0.14935064935064934 0.14814814814814814 0.14792899408284024 0.1476510067114094 0.14728682170542637 
29153 37868 26493 8904 1491 29984 17115 32816 37928 19061 1157 30540 3245 33935 5232 ,0.13953488372093023 0.13821138211382114 0.13392857142857142 0.13178294573643412 0.12727272727272726 0.12727272727272726 0.1271186440677966 0.12658227848101267 0.12658227848101267 0.1258741258741259 0.125 0.12408759124087591 0.12380952380952381 0.12359550561797752 0.12222222222222222 
38025 25206 39951 11545 8005 11946 26662 2110 6067 30230 4335 36642 30431 37272 13169 ,0.14035087719298245 0.13829787234042554 0.13829787234042554 0.13793103448275862 0.13675213675213677 0.13580246913580246 0.1347517730496454 0.1346153846153846 0.13186813186813187 0.1308411214953271 0.13043478260869565 0.13008130081300814 0.12931034482758622 0.12844036697247707 0.1282051282051282 
10708 25575 24719 17218 38920 12676 18420 20945 34995 33220 37531 21589 35788 87 7505 ,0.13761467889908258 0.13592233009708737 0.13513513513513514 0.13402061855670103 0.12878787878787878 0.12727272727272726 0.12727272727272726 0.1271186440677966 0.12698412698412698 0.12686567164179105 0.12605042016806722 0.125 0.12396694214876033 0.12307692307692308 0.12295081967213115 
871 31775 9961 23344 5046 14127 15351 39013 32174 592 2578 2585 21765 2169 13162 ,0.1326530612244898 0.125 0.12371134020618557 0.1232876712328767 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11650485436893204 0.11594202898550725 0.11458333333333333 0.11428571428571428 0.11428571428571428 0.11392405063291139 0.11320754716981132 0.11214953271028037 
9205 31417 178 23179 17654 11823 7569 33517 12949 38495 2830 14962 12403 16434 10442 ,0.17647058823529413 0.1726315789473684 0.15757575757575756 0.15738963531669867 0.1572769953051643 0.15619047619047619 0.15613382899628253 0.15492957746478872 0.15430861723446893 0.15412844036697249 0.15178571428571427 0.15141430948419302 0.15122873345935728 0.14962121212121213 0.14886164623467601 
29892 28850 17707 13254 9133 37705 1135 34709 11796 1430 24504 3704 18974 25087 12069 ,0.1440677966101695 0.1415929203539823 0.13636363636363635 0.13333333333333333 0.13274336283185842 0.13043478260869565 0.128 0.12727272727272726 0.12612612612612611 0.12605042016806722 0.12605042016806722 0.12598425196850394 0.125 0.125 0.12396694214876033 
22799 19766 25308 22621 39904 9854 6570 20599 30789 14864 2556 27654 25149 14758 19348 ,0.16049382716049382 0.15178571428571427 0.15178571428571427 0.15 0.15 0.14678899082568808 0.14423076923076922 0.14414414414414414 0.1414141414141414 0.14049586776859505 0.14018691588785046 0.1391304347826087 0.13861386138613863 0.13829787234042554 0.13725490196078433 
37535 2440 28561 4722 10811 5649 21401 14001 33548 2551 6268 2919 18209 16278 26805 ,0.13989637305699482 0.13815789473684212 0.1375 0.13725490196078433 0.1366120218579235 0.1357142857142857 0.1357142857142857 0.13440860215053763 0.13440860215053763 0.13286713286713286 0.13253012048192772 0.13043478260869565 0.12949640287769784 0.12857142857142856 0.12777777777777777 
35989 35842 19865 6353 34461 23488 34435 2173 11082 22295 36768 4052 21583 18999 4192 ,0.16666666666666666 0.16417910447761194 0.1595744680851064 0.1501416430594901 0.14760147601476015 0.147239263803681 0.14678899082568808 0.14545454545454545 0.1443850267379679 0.14209115281501342 0.14186851211072665 0.1417624521072797 0.14173228346456693 0.1417004048582996 0.1415929203539823 
39407 20768 38553 25641 16620 12557 454 38534 30811 35838 35717 30940 8963 19315 10888 ,0.14393939393939395 0.14285714285714285 0.14012738853503184 0.1388888888888889 0.13836477987421383 0.1366906474820144 0.13533834586466165 0.13533834586466165 0.1347517730496454 0.13286713286713286 0.1328125 0.1310344827586207 0.13 0.1297709923664122 0.12962962962962962 
3628 8334 36080 26029 12791 29916 7384 296 30656 37040 14125 38553 27068 16191 34751 ,0.1702127659574468 0.16853932584269662 0.15789473684210525 0.15306122448979592 0.1485148514851485 0.1485148514851485 0.14814814814814814 0.14772727272727273 0.14705882352941177 0.14563106796116504 0.14432989690721648 0.144 0.14166666666666666 0.1414141414141414 0.14130434782608695 
11827 14125 34369 17035 16949 6916 19992 22621 36661 4356 20781 22410 6097 11423 28790 ,0.14393939393939395 0.14049586776859505 0.13740458015267176 0.13432835820895522 0.13297872340425532 0.1328125 0.13043478260869565 0.12949640287769784 0.12931034482758622 0.1292517006802721 0.12213740458015267 0.12213740458015267 0.12154696132596685 0.12154696132596685 0.11965811965811966 
26062 15177 9349 8424 28185 37141 23488 26991 25471 38240 25566 18551 14691 3263 895 ,0.11976047904191617 0.11538461538461539 0.11333333333333333 0.1130952380952381 0.11258278145695365 0.10945273631840796 0.10902255639097744 0.10891089108910891 0.10843373493975904 0.10828025477707007 0.10824742268041238 0.10810810810810811 0.10714285714285714 0.1069182389937107 0.10674157303370786 
11887 8124 24653 12860 26810 38885 17755 8690 11584 7132 27731 35204 39911 1495 577 ,0.14556962025316456 0.1411764705882353 0.140625 0.14035087719298245 0.14018691588785046 0.1391304347826087 0.1390728476821192 0.13846153846153847 0.13793103448275862 0.13740458015267176 0.13636363636363635 0.13559322033898305 0.13496932515337423 0.13392857142857142 0.13333333333333333 
34642 5853 38377 35900 21590 6515 568 20997 36901 11923 19240 4361 10135 6045 12638 ,0.21238938053097345 0.20408163265306123 0.18478260869565216 0.18446601941747573 0.184 0.18333333333333332 0.183206106870229 0.183206106870229 0.1810344827586207 0.17857142857142858 0.1746031746031746 0.1743119266055046 0.1743119266055046 0.171875 0.17117117117117117 
26452 21324 22745 4295 591 15671 2349 12138 1882 2315 7699 14952 29173 25883 33243 ,0.1694915254237288 0.16176470588235295 0.15217391304347827 0.1506849315068493 0.15053763440860216 0.14864864864864866 0.14705882352941177 0.14516129032258066 0.14285714285714285 0.14285714285714285 0.14285714285714285 0.14285714285714285 0.14285714285714285 0.14130434782608695 0.14130434782608695 
33669 30891 25659 4052 16459 33357 16675 10501 11855 26794 32491 3209 39594 6241 9297 ,0.11464968152866242 0.11188811188811189 0.1118421052631579 0.10695187165775401 0.1056338028169014 0.10344827586206896 0.1032258064516129 0.10096153846153846 0.1 0.1 0.09941520467836257 0.09859154929577464 0.09803921568627451 0.09770114942528736 0.09767441860465116 
20945 28662 15390 5417 16977 6772 5281 16329 31839 8062 36540 3084 10974 37711 6607 ,0.13392857142857142 0.13245033112582782 0.13043478260869565 0.12962962962962962 0.12389380530973451 0.12345679012345678 0.12048192771084337 0.11965811965811966 0.11926605504587157 0.11904761904761904 0.11888111888111888 0.11851851851851852 0.11764705882352941 0.11764705882352941 0.1171875 
27986 25377 28836 11265 1307 31516 26991 18147 15407 21274 33077 16490 9763 37535 18987 ,0.16778523489932887 0.15789473684210525 0.15714285714285714 0.15625 0.15527950310559005 0.15469613259668508 0.15168539325842698 0.15079365079365079 0.14634146341463414 0.14583333333333334 0.14556962025316456 0.1452513966480447 0.14516129032258066 0.14516129032258066 0.14492753623188406 
38559 1035 17492 9870 21495 33363 27902 18941 6964 32312 38018 19538 21880 27940 12851 ,0.15527950310559005 0.15483870967741936 0.15306122448979592 0.14655172413793102 0.145985401459854 0.1452513966480447 0.14473684210526316 0.1443850267379679 0.14285714285714285 0.14285714285714285 0.14285714285714285 0.14210526315789473 0.14193548387096774 0.14189189189189189 0.1417910447761194 
33088 678 29319 26474 36245 8231 2315 34382 16353 18298 4316 11102 29093 22108 21632 ,0.21951219512195122 0.1956521739130435 0.19047619047619047 0.1896551724137931 0.17647058823529413 0.17391304347826086 0.1702127659574468 0.16666666666666666 0.16279069767441862 0.16279069767441862 0.1590909090909091 0.15789473684210525 0.15789473684210525 0.15714285714285714 0.15625 
37011 30304 19087 18398 14421 37881 11715 8312 5341 29142 1920 5615 9990 26997 5304 ,0.14898989898989898 0.1440443213296399 0.12883435582822086 0.12546125461254612 0.1254355400696864 0.12296983758700696 0.12 0.119533527696793 0.11943793911007025 0.11895910780669144 0.11848341232227488 0.11814345991561181 0.11607142857142858 0.11486486486486487 0.11481481481481481 
10187 14319 7227 22186 16079 28610 7386 19582 30306 15037 22797 8343 24704 16810 23569 ,0.12992125984251968 0.12883435582822086 0.12440191387559808 0.12396694214876033 0.12385321100917432 0.12295081967213115 0.12236286919831224 0.12041884816753927 0.12034383954154727 0.11987381703470032 0.11946902654867257 0.11945392491467577 0.11885245901639344 0.11838006230529595 0.11818181818181818 
29156 33499 9547 14177 30611 18398 4356 18013 12598 10685 5928 31025 10975 22264 23651 ,0.14583333333333334 0.14285714285714285 0.14018691588785046 0.1394422310756972 0.13758389261744966 0.13733905579399142 0.13636363636363635 0.1357142857142857 0.13550135501355012 0.13488372093023257 0.1339712918660287 0.13385826771653545 0.13360323886639677 0.13270142180094788 0.13227513227513227 
5392 659 10972 27492 8970 38440 8309 35606 10033 31414 19089 33213 5308 9809 18696 ,0.1631578947368421 0.15286624203821655 0.13333333333333333 0.1310344827586207 0.13043478260869565 0.13008130081300814 0.12980769230769232 0.12962962962962962 0.12886597938144329 0.12837837837837837 0.1282051282051282 0.1282051282051282 0.1277533039647577 0.12727272727272726 0.1267605633802817 
19348 11015 5112 25854 26592 38861 31437 25471 2315 19909 6511 38461 7058 8111 18886 ,0.14705882352941177 0.13414634146341464 0.1326530612244898 0.12871287128712872 0.12844036697247707 0.12804878048780488 0.12195121951219512 0.12096774193548387 0.12048192771084337 0.12037037037037036 0.11864406779661017 0.11818181818181818 0.11764705882352941 0.11764705882352941 0.11764705882352941 
37912 28370 10543 11153 25986 12286 31671 8202 34060 35498 16745 13961 26741 1283 37938 ,0.14814814814814814 0.14772727272727273 0.14625850340136054 0.14606741573033707 0.1457286432160804 0.14 0.13872832369942195 0.13846153846153847 0.13812154696132597 0.13793103448275862 0.1377551020408163 0.13688212927756654 0.1368421052631579 0.1366120218579235 0.13636363636363635 
13907 8999 32714 9469 23732 10308 21877 15358 10505 16625 1524 38257 36105 9205 20324 ,0.12601626016260162 0.12547528517110265 0.125 0.12440191387559808 0.12236286919831224 0.12195121951219512 0.11979166666666667 0.11976047904191617 0.11935483870967742 0.11913357400722022 0.11794871794871795 0.11737089201877934 0.11711711711711711 0.1166077738515901 0.11538461538461539 
27112 31199 25749 9990 19998 24922 23928 30866 35643 32596 21484 25543 26317 36754 1064 ,1.0 0.125 0.11904761904761904 0.1171875 0.11570247933884298 0.11538461538461539 0.11504424778761062 0.11403508771929824 0.11403508771929824 0.11267605633802817 0.11206896551724138 0.1111111111111111 0.1111111111111111 0.109375 0.10909090909090909 
23611 16990 22231 5253 22635 6947 36670 5366 37613 39975 17405 4616 2993 29161 8652 ,0.11013215859030837 0.10869565217391304 0.09961685823754789 0.09615384615384616 0.09393939393939393 0.0932475884244373 0.0931899641577061 0.09309309309309309 0.09295774647887324 0.09216589861751152 0.09195402298850575 0.09121621621621621 0.09090909090909091 0.09090909090909091 0.09022556390977443 
36832 16140 21321 25708 19040 2279 32776 21938 28968 2068 30502 17492 28705 33951 37014 ,0.13157894736842105 0.12878787878787878 0.12831858407079647 0.12179487179487179 0.1210762331838565 0.11971830985915492 0.11616161616161616 0.11409395973154363 0.11278195488721804 0.11180124223602485 0.1111111111111111 0.11055276381909548 0.1099476439790576 0.10948905109489052 0.1092896174863388 
39141 16917 29654 2160 33593 3221 36360 37590 30360 4409 13724 16333 12248 12909 28689 ,0.1643835616438356 0.1595744680851064 0.15789473684210525 0.15625 0.15555555555555556 0.15463917525773196 0.15053763440860216 0.14893617021276595 0.14814814814814814 0.14736842105263157 0.14736842105263157 0.14705882352941177 0.14606741573033707 0.14285714285714285 0.14285714285714285 
31105 27383 31899 6857 21031 26282 28564 31283 37925 30041 23815 12193 36639 28685 16593 ,0.2357142857142857 0.203125 0.1619718309859155 0.1564625850340136 0.15555555555555556 0.14925373134328357 0.14788732394366197 0.14754098360655737 0.14516129032258066 0.14285714285714285 0.13970588235294118 0.13953488372093023 0.13924050632911392 0.13901345291479822 0.1388888888888889 
20262 5069 13397 27729 2337 23815 15547 31703 32107 20865 7616 13165 14421 2534 16928 ,0.13690476190476192 0.13513513513513514 0.1296928327645051 0.11560693641618497 0.11515151515151516 0.11510791366906475 0.11494252873563218 0.11464968152866242 0.11464968152866242 0.1144578313253012 0.11428571428571428 0.11428571428571428 0.11320754716981132 0.11307420494699646 0.11258278145695365 
10310 29917 2861 6309 4818 39948 3671 11091 28649 33712 1920 13087 8128 14264 9562 ,0.1891891891891892 0.15868263473053892 0.1515748031496063 0.14968152866242038 0.14426229508196722 0.1437908496732026 0.13636363636363635 0.13549618320610687 0.13333333333333333 0.13303769401330376 0.1320754716981132 0.1318407960199005 0.13151927437641722 0.12947658402203857 0.12919896640826872 
2919 21593 12607 14565 24557 29198 34508 27848 15531 23853 4636 26062 4350 5659 7711 ,0.1987179487179487 0.19469026548672566 0.19298245614035087 0.192 0.18571428571428572 0.18556701030927836 0.18487394957983194 0.18045112781954886 0.18018018018018017 0.17567567567567569 0.17557251908396945 0.17557251908396945 0.17164179104477612 0.17037037037037037 0.1694915254237288 
35166 13099 3940 5963 32751 24965 25478 8231 30086 9874 25838 20872 2893 7049 20374 ,0.21951219512195122 0.15476190476190477 0.14942528735632185 0.14285714285714285 0.14285714285714285 0.1414141414141414 0.1411764705882353 0.13846153846153847 0.13846153846153847 0.136986301369863 0.13432835820895522 0.1323529411764706 0.13186813186813187 0.13186813186813187 0.1308411214953271 
8083 37299 7185 22485 22067 8113 9349 34583 8119 35937 11700 18999 9225 3786 39389 ,0.1393939393939394 0.13526570048309178 0.13366336633663367 0.13095238095238096 0.13068181818181818 0.13043478260869565 0.13043478260869565 0.13043478260869565 0.1301775147928994 0.13 0.12994350282485875 0.12953367875647667 0.1291866028708134 0.12790697674418605 0.127208480565371 
15089 32544 12626 12790 25043 16108 31135 25716 27940 6685 25525 9588 28057 11347 23643 ,0.13934426229508196 0.13076923076923078 0.13043478260869565 0.12857142857142856 0.12605042016806722 0.12598425196850394 0.12389380530973451 0.12213740458015267 0.12213740458015267 0.12195121951219512 0.12195121951219512 0.12096774193548387 0.12096774193548387 0.12030075187969924 0.12030075187969924 
16478 577 8123 17716 8917 18868 5546 18578 30147 33207 10593 15420 2542 2642 12909 ,0.12162162162162163 0.11320754716981132 0.11320754716981132 0.11290322580645161 0.1125 0.1125 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.10714285714285714 0.10714285714285714 0.10588235294117647 0.10526315789473684 0.10526315789473684 
10437 3087 30142 35048 13841 13228 37139 35992 34780 7082 14746 17622 8070 6035 6587 ,0.1724137931034483 0.1267605633802817 0.125 0.125 0.12244897959183673 0.1206896551724138 0.1188118811881188 0.11666666666666667 0.11363636363636363 0.1111111111111111 0.1111111111111111 0.10975609756097561 0.10909090909090909 0.10843373493975904 0.1076923076923077 
26158 13202 23995 30694 30507 14342 5131 1387 4186 5574 13505 35331 39125 769 24712 ,0.20121951219512196 0.13414634146341464 0.11764705882352941 0.1111111111111111 0.10638297872340426 0.10614525139664804 0.10606060606060606 0.10480349344978165 0.10471204188481675 0.10416666666666667 0.10396039603960396 0.10382513661202186 0.10256410256410256 0.10218978102189781 0.10204081632653061 
16238 23319 38786 23488 20373 14974 37184 3461 29843 5865 30667 36908 32305 11545 36768 ,0.16595744680851063 0.15450643776824036 0.15384615384615385 0.1524163568773234 0.1506849315068493 0.15037593984962405 0.14859437751004015 0.14814814814814814 0.14534883720930233 0.14521452145214522 0.14479638009049775 0.14354066985645933 0.14233576642335766 0.14201183431952663 0.14163090128755365 
12925 20578 4361 6675 16479 17323 22310 7691 37441 1201 7739 36830 3520 17397 29586 ,0.13274336283185842 0.12931034482758622 0.125 0.125 0.125 0.125 0.12413793103448276 0.12380952380952381 0.12380952380952381 0.1232876712328767 0.12096774193548387 0.11965811965811966 0.11920529801324503 0.11864406779661017 0.11805555555555555 
30147 19315 28886 17343 14459 38374 37416 18356 3310 29482 34273 10198 7520 30582 29156 ,0.1792452830188679 0.17346938775510204 0.15789473684210525 0.15625 0.15315315315315314 0.1523809523809524 0.15217391304347827 0.14953271028037382 0.14893617021276595 0.1485148514851485 0.14814814814814814 0.14606741573033707 0.14285714285714285 0.14285714285714285 0.14166666666666666 
37184 34770 29843 33841 25411 26091 7891 2532 585 3889 6095 28216 35874 22283 14214 ,0.14733542319749215 0.1425438596491228 0.14216867469879518 0.14201183431952663 0.14022988505747128 0.13714285714285715 0.13705583756345177 0.13649025069637882 0.1348314606741573 0.13478260869565217 0.1347708894878706 0.13451776649746192 0.13402061855670103 0.1336206896551724 0.13230769230769232 
22199 31343 24444 37957 32414 11154 11563 30914 38469 8296 23986 30463 18847 4015 4032 ,0.09022556390977443 0.08974358974358974 0.08860759493670886 0.08860759493670886 0.0872093023255814 0.08695652173913043 0.08620689655172414 0.08602150537634409 0.08484848484848485 0.08450704225352113 0.08391608391608392 0.08376963350785341 0.08333333333333333 0.08287292817679558 0.0825242718446602 
39289 35619 20137 3395 175 13277 29629 2368 34464 27975 35436 32101 3017 5876 24240 ,0.112 0.11016949152542373 0.11009174311926606 0.10526315789473684 0.10465116279069768 0.10256410256410256 0.10236220472440945 0.1016949152542373 0.09900990099009901 0.09836065573770492 0.09821428571428571 0.0967741935483871 0.09615384615384616 0.09565217391304348 0.09558823529411764 
17597 33671 175 30109 33088 38476 14031 4191 7331 31930 11993 20390 34286 2503 10081 ,0.175 0.17142857142857143 0.16666666666666666 0.16666666666666666 0.16216216216216217 0.16216216216216217 0.1590909090909091 0.15789473684210525 0.15789473684210525 0.15555555555555556 0.15 0.15 0.15 0.14893617021276595 0.14705882352941177 
8111 36460 912 10255 10327 33468 37503 17707 34669 37572 4636 29359 26622 28304 34909 ,0.14285714285714285 0.13392857142857142 0.1320754716981132 0.13043478260869565 0.12612612612612611 0.12612612612612611 0.12222222222222222 0.12195121951219512 0.12037037037037036 0.12037037037037036 0.12 0.11971830985915492 0.11965811965811966 0.11818181818181818 0.11818181818181818 
5723 6963 35704 32900 16210 8473 25648 29898 33395 15118 22203 20373 23380 39464 16629 ,0.155 0.15286624203821655 0.15151515151515152 0.14739884393063585 0.14410480349344978 0.1366906474820144 0.13553113553113552 0.12923076923076923 0.1282051282051282 0.12698412698412698 0.12307692307692308 0.12162162162162163 0.12121212121212122 0.12033195020746888 0.11981566820276497 
6515 29308 35159 4629 15467 23665 8328 25017 16287 24322 20626 25817 16928 20599 2347 ,0.1276595744680851 0.12087912087912088 0.11940298507462686 0.11643835616438356 0.11594202898550725 0.11557788944723618 0.11450381679389313 0.11278195488721804 0.1111111111111111 0.1111111111111111 0.10948905109489052 0.109375 0.10884353741496598 0.10869565217391304 0.1085972850678733 
34094 11837 17846 4493 4722 32784 14407 39609 6604 8843 24876 568 1074 20860 23663 ,0.1893939393939394 0.17777777777777778 0.175 0.16551724137931034 0.16546762589928057 0.16463414634146342 0.16279069767441862 0.16233766233766234 0.1619718309859155 0.15966386554621848 0.1590909090909091 0.15862068965517243 0.15846994535519127 0.15789473684210525 0.15789473684210525 
39531 27405 3461 31572 20459 16238 21433 38454 7838 2063 33458 702 13296 11751 1957 ,0.1488673139158576 0.14835164835164835 0.14450867052023122 0.14163090128755365 0.13989637305699482 0.1394422310756972 0.13942307692307693 0.1388888888888889 0.1386861313868613 0.13861386138613863 0.13736263736263737 0.13716814159292035 0.13596491228070176 0.1349206349206349 0.13442622950819672 
23458 32654 6935 12790 30517 577 34723 25431 35081 1037 2778 22795 39017 2967 17678 ,0.1595744680851064 0.1595744680851064 0.15873015873015872 0.15315315315315314 0.15254237288135594 0.14925373134328357 0.14893617021276595 0.14736842105263157 0.14606741573033707 0.14432989690721648 0.14432989690721648 0.14432989690721648 0.14432989690721648 0.14285714285714285 0.14285714285714285 
23539 170 15530 24237 270 33145 246 16783 9043 39531 18805 33841 33966 36869 14168 ,0.15606936416184972 0.15161290322580645 0.15142857142857144 0.14935064935064934 0.14882506527415143 0.1466275659824047 0.14626865671641792 0.1452513966480447 0.14460784313725492 0.14435695538057744 0.14331210191082802 0.14326647564469913 0.14326647564469913 0.1424802110817942 0.142433234421365 
25825 22073 6280 23338 15927 39647 29104 11700 9944 13075 24406 23815 29892 17153 11391 ,0.14130434782608695 0.1411764705882353 0.13934426229508196 0.1388888888888889 0.13761467889908258 0.13114754098360656 0.12931034482758622 0.12598425196850394 0.12396694214876033 0.12380952380952381 0.12359550561797752 0.12280701754385964 0.12280701754385964 0.12195121951219512 0.1206896551724138 
31707 26627 5378 27127 28455 31182 6779 33129 16620 15357 4478 37320 18974 19020 32105 ,0.13744075829383887 0.13366336633663367 0.1336405529953917 0.13157894736842105 0.12883435582822086 0.12574850299401197 0.12571428571428572 0.12571428571428572 0.12568306010928962 0.12435233160621761 0.12352941176470589 0.12206572769953052 0.12135922330097088 0.11956521739130435 0.11940298507462686 
37040 1874 5564 1214 15531 2414 27270 25359 3254 2034 27222 30147 2915 39340 4504 ,0.17346938775510204 0.1717171717171717 0.16666666666666666 0.16483516483516483 0.16304347826086957 0.16091954022988506 0.16049382716049382 0.1595744680851064 0.1588785046728972 0.1566265060240964 0.1553398058252427 0.1553398058252427 0.15517241379310345 0.15384615384615385 0.15306122448979592 
2623 18265 585 12008 33763 15304 1597 2173 24173 20370 33827 15149 30492 39880 24261 ,0.13406593406593406 0.13383838383838384 0.13192612137203166 0.12958963282937366 0.12694300518134716 0.12688172043010754 0.12387387387387387 0.12332439678284182 0.12266112266112267 0.12240663900414937 0.12222222222222222 0.12190082644628099 0.12181303116147309 0.12154696132596685 0.12128146453089245 
3003 10085 1885 6377 10313 21081 18644 34544 28076 16003 31514 20333 27093 17394 321 ,0.12222222222222222 0.12149532710280374 0.11842105263157894 0.11442786069651742 0.11428571428571428 0.11290322580645161 0.10948905109489052 0.1092896174863388 0.1092436974789916 0.10909090909090909 0.10795454545454546 0.1076923076923077 0.1069182389937107 0.10687022900763359 0.10526315789473684 
17931 28038 31330 15630 27820 29941 9870 12949 33386 34866 32779 17898 33841 21516 31671 ,0.17254901960784313 0.14953271028037382 0.14814814814814814 0.14583333333333334 0.14583333333333334 0.1447811447811448 0.1444043321299639 0.14363143631436315 0.14285714285714285 0.1423728813559322 0.14150943396226415 0.13937282229965156 0.13898305084745763 0.13877551020408163 0.13875598086124402 
29156 34942 6518 10357 29916 2545 11495 4399 26755 4185 27020 6097 17409 12605 2124 ,0.15976331360946747 0.15822784810126583 0.15723270440251572 0.15706806282722513 0.15584415584415584 0.15555555555555556 0.14948453608247422 0.14935064935064934 0.1488095238095238 0.14798206278026907 0.14798206278026907 0.14423076923076922 0.14356435643564355 0.14349775784753363 0.14285714285714285 
32666 20378 27902 26026 4449 2646 30215 38648 26990 35433 35585 31734 9063 9357 25981 ,0.1597222222222222 0.14173228346456693 0.13986013986013987 0.13924050632911392 0.1388888888888889 0.13846153846153847 0.13636363636363635 0.13333333333333333 0.1323529411764706 0.13194444444444445 0.13170731707317074 0.1301775147928994 0.12987012987012986 0.12949640287769784 0.12949640287769784 
14255 39774 10593 12934 7544 18290 32676 37711 16061 18734 38564 4178 36946 1324 36127 ,0.10869565217391304 0.1076923076923077 0.10294117647058823 0.10185185185185185 0.1 0.1 0.09917355371900827 0.09900990099009901 0.09722222222222222 0.0970873786407767 0.0970873786407767 0.0967741935483871 0.0967741935483871 0.09615384615384616 0.0958904109589041 
31616 22635 31194 13505 27972 32641 34875 21688 12507 22233 15434 7137 25930 13379 21426 ,0.126953125 0.12035010940919037 0.1190893169877408 0.11811023622047244 0.11787819253438114 0.11743772241992882 0.11743772241992882 0.11614173228346457 0.1157495256166983 0.11530398322851153 0.11519198664440734 0.11516314779270634 0.11389521640091116 0.11349036402569593 0.11307420494699646 
26603 25195 9990 29916 1325 26317 22373 35496 14386 26991 9985 32665 508 8802 30717 ,0.13157894736842105 0.12560386473429952 0.125 0.12413793103448276 0.12121212121212122 0.12056737588652482 0.12025316455696203 0.12025316455696203 0.11855670103092783 0.11855670103092783 0.11842105263157894 0.11737089201877934 0.11678832116788321 0.11643835616438356 0.11627906976744186 
3305 14276 1960 35408 29940 12890 585 28510 18972 5308 14357 9577 9562 33297 14251 ,0.15037593984962405 0.13291139240506328 0.13167259786476868 0.13076923076923078 0.12745098039215685 0.12302839116719243 0.12111801242236025 0.12048192771084337 0.12040133779264214 0.12027491408934708 0.12 0.11920529801324503 0.11858974358974358 0.11822660098522167 0.11818181818181818 
27940 17246 21354 21535 9825 21365 10531 30271 4052 14142 16491 39942 30667 26028 34859 ,0.20245398773006135 0.1902439024390244 0.1782178217821782 0.1781609195402299 0.16770186335403728 0.16666666666666666 0.16589861751152074 0.16546762589928057 0.1650485436893204 0.16494845360824742 0.1646586345381526 0.16267942583732056 0.16143497757847533 0.16097560975609757 0.1608832807570978 
11334 20080 22111 11785 24049 13644 25803 21166 30455 22543 9904 18259 9801 458 15315 ,0.13761467889908258 0.13432835820895522 0.12931034482758622 0.1288888888888889 0.128 0.12598425196850394 0.12389380530973451 0.12121212121212122 0.12080536912751678 0.1206896551724138 0.11764705882352941 0.11764705882352941 0.11711711711711711 0.11678832116788321 0.11666666666666667 
24226 577 34319 6685 5853 34642 36901 9273 14985 20137 34071 28957 14007 15630 16305 ,0.2236842105263158 0.2222222222222222 0.20238095238095238 0.2 0.19753086419753085 0.1958762886597938 0.1958762886597938 0.19540229885057472 0.19117647058823528 0.19047619047619047 0.18823529411764706 0.18478260869565216 0.1827956989247312 0.18181818181818182 0.18181818181818182 
